monthly_income,monthly_expenses,credit_score,transactions_per_month,debt_ratio
4321.36,1229.59,588,25,0.043
2824.54,900.09,726,26,0.085
5037.18,2072.58,528,29,0.123
4122.76,1504.62,412,29,0.391
683.68,1483.63,610,22,0.248
3332.45,2223.21,775,19,0.196
3775.21,805.08,501,24,0.221
1962.82,1177.59,691,26,0.146
4136.37,2607.5,746,35,0.391
3859.61,1987.73,354,21,0.278
2722.22,1884.23,479,24,0.264
2964.54,1997.45,800,31,0.187
2699,1927.26,790,29,0.171
3502.48,1787.52,393,31,0.318
4400.26,1749.08,614,38,0.555
2580.59,1509.09,795,22,0.097
3461.92,943.99,843,22,0.44
3914.55,2613.24,842,26,0.138
5386.24,2277.32,662,31,0.251
2005.62,1469.26,579,31,0.523
1343.25,1140.42,767,25,0.116
2615.74,2417.01,534,32,0.337
4267.88,2279.35,654,31,0.098
1028.52,2398.28,380,31,0.467
3485.54,1821.87,603,15,0.223
1998.95,2171.81,691,31,0.195
2368.96,4331.06,734,18,0.418
2867.89,879.03,716,26,0.028
3064.63,1439.17,458,32,0.27
1350.28,2884.77,700,27,0.456
1753.26,2640.74,441,20,0.361
3061.54,1745.25,452,25,0.084
4410.53,2614.64,501,22,0.334
4958.47,3061.83,316,24,0.121
4531.07,2156.06,391,31,0.158
1484.54,3767.41,524,39,0.214
2628.74,1204,604,26,0.362
2714.57,2146.53,813,23,0.17
4194.68,1929.73,540,30,0.016
4522.26,1262.74,326,26,0.08
3343.38,2359.73,777,25,0.17
4307.21,1318.84,323,14,0.159
6785.73,2107.96,655,23,0.305
4491.02,2462.48,702,25,0.055
2581.5,1491.77,849,26,0.19
1628.61,1295.11,783,19,0.148
2646.46,1282.36,667,25,0.315
6198.2,1529.7,775,21,0.127
973.09,2252.83,745,21,0.153
2325.33,1395.26,775,24,0.319
4745.58,1330.65,756,28,0.543
1705.26,2648.98,745,29,0.206
3775.48,1482.49,492,20,0.284
4084.95,2399.25,751,29,0.197
470.17,2581.14,772,20,0.031
1651.37,1454.25,417,18,0.376
1734.52,1499.09,317,27,0.266
3635.92,1249.8,371,21,0.441
2926.66,2341.4,413,17,0.465
2910.96,2104.87,326,24,0.187
2462.81,765.44,733,24,0.72
1917.44,1696.04,430,21,0.287
4643.98,1823.12,347,24,0.382
5809.77,1611.23,650,25,0.348
3252.44,3606.79,386,27,0.457
2459.21,2692.77,501,23,0.443
2168.54,2216.74,340,21,0.413
1020.81,1920.22,468,19,0.055
2902.5,2221.35,715,24,0.262
300,1571.38,307,29,0.16
3456.02,3028.22,717,27,0.3
2478.73,1547.49,317,30,0.495
4862.21,2413.72,778,27,0.214
3396.16,2615.12,300,20,0.183
1762.45,1380.06,443,28,0.491
4098.76,2104.02,813,19,0.59
1596.75,2226.55,613,26,0.292
3041.48,1160.35,580,22,0.149
2213.97,2027.24,399,21,0.618
3748.27,2427.88,791,31,0.232
2727.84,1905.12,550,30,0.24
1858.58,1176.87,622,24,0.125
3637.56,1571.38,786,24,0.053
3515.5,3185.23,483,30,0.285
4300.39,2398.63,359,21,0.127
2938.81,1801.21,688,28,0.245
3298.09,3357.55,485,28,0.42
4106.71,3029.8,554,19,0.259
4486.04,1886.72,316,21,0.26
2046.02,2027.02,388,26,0.132
2542.34,1917.42,463,24,0.361
5427.23,2369.42,387,29,0.359
3777.27,1769.51,574,29,0.103
3659.23,2836.59,458,26,0.087
300,979.03,462,28,0.264
1410.22,3351.68,720,28,0.242
3030.66,2635.37,825,22,0.347
4171.12,2496.81,638,22,0.177
1217.96,1661.45,798,29,0.22
1808.43,2426,684,18,0.759
2159.19,1727.31,707,23,0.445
3189.31,2938.74,464,27,0.342
3356.73,1498.07,451,25,0.304
4113.37,2122.61,508,27,0.325
2030.03,2951.48,380,31,0.328
1834.15,2292.1,798,23,0.201
1701.45,1747.56,408,28,0.328
1757.61,574.19,471,14,0.226
2056.07,1554.49,635,28,0.101
3782.18,2717.19,300,28,0.185
2803.63,3795.45,432,24,0.266
2230.62,1672.63,793,27,0.199
2724.68,200,327,33,0.389
3136.73,1351.69,514,34,0.208
3527.13,2665.98,749,18,0.119
1691.69,2234.62,567,31,0.274
2798.76,2917.36,465,19,0.253
3728.1,3202.42,395,25,0.386
4242.79,1532.62,373,27,0.226
2491.84,3193.25,683,21,0.37
2682.66,2833.52,507,27,0.486
2537.15,1397.87,637,25,0.114
3243.23,3339.96,441,27,0.055
4356.26,2616.28,444,37,0.375
1160.46,1974.84,519,25,0.402
4090.2,3076.5,728,24,0.347
4474.11,2431.19,384,27,0.11
3148.64,2917.47,397,25,0.638
2946.17,1271.43,562,22,0.055
3232.51,2920.87,432,23,0.437
2495.32,2531.83,417,24,0.11
1763.24,2199.22,605,29,0.037
1467.61,2590.62,684,25,0.386
1383.61,3379.25,795,19,0.491
3368.57,1096.33,721,24,0.03
1035.34,1460.41,448,17,0.161
3670.76,1285.01,440,19,0.247
3106.58,4276.88,385,31,0.297
4563.14,2314.61,591,16,0.032
300,3546.63,390,20,0.31
3260.75,2901.04,533,18,0.468
1912.03,1781.77,822,23,0.388
4768.37,2450.57,456,23,0.285
2117.91,2424.17,565,23,0.144
1820.64,3119.28,721,24,0.534
3000.02,1002.13,463,20,0.285
2171.04,2626.08,845,20,0.241
3189.98,2670.65,803,29,0.32
4268.3,2575.39,517,34,0.199
2040.32,3100.43,358,29,0.105
4189.41,2658.14,703,28,0.243
3250.2,353.49,566,24,0.199
3813.16,2816.96,409,26,0.441
2535.37,1496.5,494,24,0.342
3518.43,1861.6,595,19,0.547
2916.81,1838.71,667,21,0.301
3608.42,2812.64,634,23,0.407
3836.99,2589.61,785,38,0.488
3323.19,2242.55,424,27,0.167
4660.78,2497.49,457,29,0.346
1247.91,1210.69,668,26,0.314
967.66,2612.73,338,20,0.355
3229.67,2075.23,722,18,0.252
300,2157.67,736,26,0.37
1700.41,2392.11,628,19,0.384
4725.06,1150.94,611,25,0.347
1641.52,1870.55,579,19,0.179
4508.32,3091.97,720,26,0.166
5241.49,2709.29,541,33,0.164
4017.46,1679.75,343,27,0.386
4090.46,2307.02,809,25,0.143
317.87,2381.83,770,29,0.127
2978.74,2226.92,774,24,0.24
2571.4,883.48,822,24,0.435
2329.96,3439.98,353,32,0.328
4070.78,1563.37,354,26,0.46
4046.19,1782.65,630,27,0.524
2100.4,2339.3,470,27,0.11
1826.29,1147.64,502,29,0.099
1103.6,1385.52,779,20,0.271
3811.46,1984.6,403,24,0.399
2158.38,3306.21,731,26,0.239
3246.16,1480.9,669,28,0.335
2041.89,200,359,24,0.305
2579.01,1165.05,638,27,0.182
3449.55,1408.94,663,34,0.076
4939.54,2405.12,516,25,0.456
1869.54,2948.28,626,26,0.403
1852.23,1226.18,443,24,0.56
2268.41,2850.1,710,29,0.252
3332.92,1566.06,844,23,0.438
3667.43,1379.66,405,24,0.275
2867.58,1753.16,506,28,0.128
2957.56,2594.21,560,29,0.307
348.12,1986.26,734,17,0.161
2342.3,1408.74,626,33,0.361
2621.69,1802.1,441,25,0.461
3003.93,359.77,587,24,0.096
300,2177.26,718,19,0.098
4116.3,2073.76,567,31,0.137
1616.98,1976.65,335,36,0.277
4080.22,3221.67,407,22,0.106
3539.99,1415.05,763,24,0.021
1767.29,2613.67,837,28,0.693
1276.78,2160.17,776,23,0.114
4440.24,3014.08,791,25,0.251
3396.98,2243.07,651,21,0.255
2091.19,3038.04,598,24,0.317
1368.36,1410.58,669,24,0.222
2764.91,1746.1,378,21,0.175
4795.85,3357.73,714,24,0.413
2341.57,1801.28,782,23,0.349
3398.51,1159.11,706,22,0.24
1833.69,1160.42,839,27,0.135
2924.34,1468.04,743,14,0.394
2537.21,2456.22,609,31,0.125
2077.92,3377.62,454,23,0.31
1574.33,916.18,535,19,0.223
1210.98,2292.6,495,19,0.313
4530.2,1917.93,761,18,0.332
3995.38,2236.09,501,26,0.103
1827.78,426.2,703,28,0.326
5615.11,2564.06,481,30,0.11
3862.44,2728.8,770,27,0.428
1308.75,1381.82,831,24,0.352
2186.21,924.92,659,32,0.421
2160.02,823.62,486,24,0.68
3348.55,2065.65,494,24,0.328
2069.27,1518.96,793,27,0.331
3336.1,2763.1,588,24,0.192
3983.83,3166.78,476,26,0.485
2429.31,1227.82,664,35,0.335
816.54,2462.99,448,25,0.244
5532.07,1633.74,580,29,0.499
3901.43,2458.63,443,28,0.447
2231.11,3451.74,681,28,0.061
3657.71,1741,424,29,0.397
5737.34,2467.99,763,19,0.466
1962.32,807.45,620,29,0.18
1681.62,2138.35,314,25,0.304
3843.55,2960.67,360,25,0.317
1440.52,1173.19,845,26,0.118
1626.38,1973.97,320,25,0.329
3465.84,1256.78,443,23,0.195
3140.1,1988.11,445,17,0.28
1422.84,2988.11,822,30,0.189
4526.31,1436.74,568,30,0.747
857.35,990.46,567,24,0.351
1976.15,3492.74,523,23,0.129
2801.41,2962.27,842,21,0.506
3509.15,1573.89,314,26,0.322
3190.7,2196,475,18,0.456
1958.59,1636.25,678,27,0.244
2193.08,2656.18,606,21,0.294
2394.22,2410.99,817,21,0.724
3894.27,2346.12,316,24,0.193
1447.3,2117.8,583,24,0.25
2317.68,2247.33,509,21,0.288
2014.36,1662.48,521,18,0.125
5538.7,2537.35,794,26,0.313
1356.55,2686.02,813,35,0.176
2106.31,1329.94,755,27,0.154
1947.59,3051.22,572,20,0.04
1459.63,1510.84,759,26,0.5
4138.75,1725.12,541,29,0.019
2244.79,3232.35,762,20,0.109
6648.12,1922.07,678,32,0.319
2017.88,2910.57,804,21,0.089
2973.35,1705.66,550,25,0.15
2488.23,2025.7,417,21,0.081
1945.52,1681.09,413,23,0.398
1513.97,452.46,400,32,0.149
5344.11,2339.11,757,32,0.435
2693.81,1644.58,440,29,0.211
3211.03,1123.22,643,14,0.348
2143.66,1800.97,679,27,0.729
4056.54,1424.17,365,18,0.27
2355.26,1672.52,803,18,0.47
3139.33,569.07,435,15,0.346
4267.59,3908.98,465,31,0.058
3867.68,975.94,401,19,0.131
5829.11,2907.07,677,23,0.136
3069.14,2433.16,500,25,0.099
5199.02,1870.97,544,35,0.605
2936.72,1241.62,763,25,0.535
